"","OTU_R246","OTU_R264","OTU_R277","OTU_R159","OTU_R641","OTU_R1144","OTU_R299","OTU_R2606","OTU_R1602","OTU_R1153","OTU_R455","OTU_R559","OTU_R998","OTU_R4107","OTU_R327","OTU_R1510","OTU_R1035","OTU_R386","OTU_R249","OTU_R242","OTU_R445","OTU_R1246","OTU_R1627","OTU_R253","OTU_R2837","OTU_R1388","OTU_R656","OTU_R4946","OTU_R1006","OTU_R580","OTU_R250","OTU_R556","OTU_R330","OTU_R37","OTU_R2260","OTU_R685","OTU_R757","OTU_R2165","OTU_R177","OTU_R439","OTU_R6893","OTU_R285","OTU_R1305","OTU_R487","OTU_R490","OTU_R1858","OTU_R1552","OTU_R13179","OTU_R2205","OTU_R167","OTU_R704","OTU_R2329","OTU_R543","OTU_R308","OTU_R546","OTU_R1729","OTU_R615","OTU_R1890","OTU_R4346","OTU_R2071","OTU_R4415","OTU_R3948","OTU_R3230","OTU_R1586","OTU_R1201","OTU_R223","OTU_R398","OTU_R1498","OTU_R248","OTU_R3478","OTU_R473","OTU_R1177","OTU_R610","OTU_R1090","OTU_R6508","OTU_R1229","OTU_R464","OTU_R649","OTU_R640","OTU_R5876","OTU_R2398","OTU_R1470","OTU_R423","OTU_R1537","OTU_R261","OTU_R777","OTU_R3243","OTU_R1018","OTU_R147","OTU_R2012","OTU_R1513","OTU_R3558","OTU_R2244","OTU_R266","OTU_R114","OTU_R1759","OTU_R152","OTU_R96","OTU_R1522","OTU_R1796","OTU_R8016","OTU_R4400","OTU_R6791","OTU_R235","OTU_R319","OTU_R1094","OTU_R1361","OTU_R1382","OTU_R8111","OTU_R9729","OTU_R3381","OTU_R1089","OTU_R2484","OTU_R343","OTU_R4863","OTU_R268","OTU_R368","OTU_R1356","OTU_R1906","OTU_R646","OTU_R1550","OTU_R4359","OTU_R1512","OTU_R347","OTU_R304","OTU_R1800","OTU_R111","OTU_R1582","OTU_R1689","OTU_R3233","OTU_R507","OTU_R3453","OTU_R95","OTU_R5709","OTU_R582","OTU_R3982","OTU_R1367","OTU_R220","OTU_R461","OTU_R1072","OTU_R73","OTU_R526","OTU_R2280","OTU_R1457","OTU_R896","OTU_R1242","OTU_R1049","OTU_R3077","OTU_R6283","OTU_R1171","OTU_R13850","OTU_R2191","OTU_R342","OTU_R576","OTU_R4205","OTU_R983","OTU_R290","OTU_R3436","OTU_R1151","OTU_R2052","OTU_R571","OTU_R3347","OTU_R2383","OTU_R5917","OTU_R2287","OTU_R2585","OTU_R1945","OTU_R1962","OTU_R632","OTU_R1731","OTU_R630","OTU_R736","OTU_R1014","OTU_R1028","OTU_R1068","OTU_R313","OTU_R1244","OTU_R1344","OTU_R1401","OTU_R2128","OTU_R51","OTU_R4281","OTU_R2065","OTU_R8767","OTU_R7718","OTU_R8","OTU_R10582","OTU_R301","OTU_R3936","OTU_R1381","OTU_R3799","OTU_R618","OTU_R877","OTU_R631","OTU_R8754","OTU_R4593","OTU_R1031","OTU_R2206","OTU_R2242","OTU_R1533","OTU_R4330","OTU_R3143","OTU_R2135","OTU_R4504","OTU_R858","OTU_R1501","OTU_R221","OTU_R267","OTU_R1136","OTU_R880","OTU_R1433","OTU_R463","OTU_R1594"
"OTU_R455",0,0,0,0.124800778601811,0,0,0,0,0,0.527345504081683,1,0,0.117842913207203,0,0,0,0,0,0,0,0,0.529659708520461,0,0,0,0.115879918833749,0,0,0,0,0,0,0,0,0,0,0,0,0,0.555721648936412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126434819240179,0,0,0,0,0,0.122809924855985,0,0,0,0,0,0,0,0,0,0,0,0.0964157182106183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11797732821608,0,0,0,0,0,0,0.0988257296881854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0986588464314927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115489476681288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122925667224174,0,0,0,0,0,0,0
"OTU_R559",0,0,0,0,0,0,0.553090589569491,0,0,0,0,1,0,0,0,0,0,0,0,0.614538503703069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.536056564371817,0,0,0,0,0,0,0,0,0,0,0.556939720212991,0,0,0,0.538189925332839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.568731093476079,0,0,0,0,0,0,0,0,0,0,0,0.522903979054323,0,0,0,0,0,0,0.621516501614706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105077159933083,0,0,0,0,0,0,0,0,0,0,0.116594506754425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127317083365111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.524151610808171,0,0,0,0,0,0,0,0.563210578469391,0.124752472844617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120826517718341,0,0,0,0
"OTU_R998",0.0778229096820525,0,0.119132063118655,0.721422070408321,0.0319334203970004,0.126011266620403,0,0.0938494106903419,0,0,0.117842913207203,0,1,0,0.0937617241141436,0.0781948074515597,0.675564876397824,0.115224127801459,0.0812764315843625,0.108880600781947,0.0834222818856576,0.10586352644337,0,0,0.118538099967689,0.730973047729129,0.115024621654369,0,0.623334431693707,0.095309263029425,0,0.0829573227072576,0,0,0,0,0.115556475654653,0,0.54959240604092,0,0,0,0,0,0,0,0,0,0,0.685967533451621,0,0,0,0,0,0,0,0,0.122023071472902,0,0,0,0,0,0,0,0,0.530244357882893,0,0.733805727192561,0,0.581182514139033,0,0,0,0,0.117244126481343,0,0,0,0,0.775000001117983,0,0,0,0,0,0,0.65719401955406,0,0,0.524611401739689,0,0,0,0,0,0,0,0,0,0,0,0,0,0.644274821134674,0.71885186947864,0.654747843454767,0,0,0,0,0,0,0,0,0,0.539793425978138,0,0,0,0,0,0,0,0,0,0,0.632724215505469,0,0,0,0,0,0,0.587473141208469,0.652155633935865,0.558187320101829,0,0.508351639734445,0,0.619180248958972,0,0.817991830327438,0,0.680667518468019,0,0,0,0,0,0.563126097943702,0,0,0,0.529218523021757,0,0,0.521893671795866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.673052477037622,0,0,0,0,0.598488416909759,0,0,0,0,0,0,0,0,0,0,0.774337125576767,0,0,0,0,0.529031235273876,0,0,0.594883412017548,0,0,0,0,0,0,0,0.73964496287937,0,0,0,0,0.599893183039143,0,0
"OTU_R4107",0.572042594445032,0,0,0,0.575488178604791,0.5433778424429,0,0,0,0,0,0,0,1,0,0.608343701067665,0,0.563693957017834,0,0,0,0,0,0,0.534369336512145,0,0,0,0,0.51030602404141,0,0,0,0,0,0,0,0,0,0.543991383952402,0,0,0,0,0,0,0,0,0,0.127561028517649,0.511385968193136,0,0,0,0,0,0,0,0.508572526733128,0,0,0,0,0,0,0,0,0,0,0,0,0.111468864852194,0,0,0,0.123125064943026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123005188467751,0,0,0,0,0,0,0,0,0.512451799847606,0,0,0,0,0,0.549400801883847,0,0,0,0,0,0,0,0,0,0,0.514458337057105,0,0,0,0,0,0,0,0,0,0.128206898593603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126698113851982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_R327",0.561060437941503,0,0.562750430434723,0.125496390832181,0.62812512212661,0.567366463336551,0,0.558140096354631,0,0,0,0,0.0937617241141436,0,1,0,0,0.536448791902862,0.657954835038438,0,0.588325982075027,0,0,0,0,0.0916484756840121,0.513015513901084,0,0.0952687194010809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0882000107160293,0,0,0,0,0,0,0,0,0.559229289353638,0,0,0,0,0,0,0,0,0,0,0.119817274699064,0,0.094782312467124,0,0,0.562091710396317,0.12558491987838,0,0,0,0,0,0.0992168637980827,0,0,0,0,0,0,0.0934264307010548,0,0,0,0,0,0,0,0,0,0.548027977266116,0,0,0,0,0,0,0.118644980025165,0.104188300180288,0.0997502808797476,0,0,0,0,0,0,0.575931673714862,0,0,0,0.551320964519414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120973801281658,0.106959078689636,0,0,0,0,0,0.0891571637840283,0,0.121405348741837,0,0,0,0,0,0.112685754163025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0907402174196666,0,0,0,0,0.0866798821736425,0,0,0,0,0,0,0,0,0,0,0.0948958273348298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117394263093806,0,0,0,0,0,0,0
"OTU_R1510",0.575901337578973,0,0.527175992273546,0.110940695193962,0.684297707339061,0.546289804579092,0,0.571658080249188,0,0,0,0,0.0781948074515597,0.608343701067665,0,1,0.101603222955307,0.625687210541894,0.606321186656244,0,0,0,0,0,0,0.0648202265859755,0,0,0.0810089703911806,0.546901786852886,0,0.584070358941579,0,0,0,0,0.537569212746666,0,0,0,0,0,0,0,0.56722958039534,0,0,0,0,0.0679959826574672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1246479872288,0,0.115317372843846,0,0.115275416717888,0,0,0,0.0966212785279111,0.542454473407258,0,0,0,0,0.0815841808393779,0,0,0,0,0,0,0.0915462235962218,0,0,0,0,0,0,0,0,0,0,0.523581744478449,0,0,0,0,0,0.0889045692817665,0.0832679564618396,0.104590466638461,0,0,0,0,0,0,0,0,0.534193176360313,0.126755215210541,0,0,0,0,0,0,0,0,0,0,0.0704740979317805,0,0,0,0,0.523270160416822,0,0,0.105208968737581,0,0,0.0838118129561942,0,0.10081857378489,0,0.078791686381493,0,0.106883939797465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0855400046051625,0,0,0,0,0.100398641930238,0,0,0,0,0,0,0,0,0,0,0.0905867763566132,0,0,0,0,0,0,0,0,0,0,0.570785679779997,0,0,0,0,0.111117345622434,0,0,0,0,0.122014197119149,0,0
"OTU_R1035",0.10294763033891,0,0.0971550471507812,0.720625084428237,0.0867920494988283,0,0,0.112078432087201,0,0,0,0,0.675564876397824,0,0,0.101603222955307,1,0,0.12523063340081,0.123169363312535,0,0,0,0,0,0.677569072420961,0.128789303693218,0,0.616333302754129,0,0,0.0776878563635279,0,0,0,0,0,0,0,0,0,0,0,0.597812943928833,0,0,0,0,0,0.663113548860464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.550544145403827,0,0.602650765052822,0,0.580579182937553,0,0,0,0,0.108786232743059,0,0,0,0,0.69628463325726,0,0,0,0,0,0,0.573626878320378,0,0,0.538587894457119,0,0,0,0,0,0,0,0,0,0,0,0,0,0.683753632318319,0.613386704391679,0.619002362505836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.600450045525558,0,0,0,0,0,0,0.521869190120565,0.560112723115306,0.618851247102099,0,0.542679000723822,0,0.539333627409186,0,0.66730630273153,0,0.597080415545986,0,0,0,0,0,0.550177224022471,0,0,0,0,0,0,0.621057607918931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.655577509317862,0,0,0.508345668628301,0,0.639551549504435,0,0,0,0,0,0,0,0,0,0,0.656053387180837,0,0,0,0,0,0,0,0.629384763162565,0,0,0,0,0,0,0,0.574361685722883,0,0,0.510357021618047,0,0.546203001142636,0,0
"OTU_R386",0.575800413710873,0,0,0,0.67281875932893,0.603256041441095,0,0,0,0,0,0,0.115224127801459,0.563693957017834,0.536448791902862,0.625687210541894,0,1,0.585797742996235,0,0.555873545710557,0,0,0,0.533022850119609,0.1057004581389,0,0,0,0,0,0,0,0,0,0,0.54418378288848,0,0,0,0,0,0,0,0,0,0,0,0,0.116378680807446,0,0,0,0,0,0,0,0,0.536069373300066,0,0,0,0,0,0,0,0,0,0,0,0,0.129128783056904,0,0,0,0,0,0,0,0,0,0.120807485447879,0,0,0,0,0,0,0.128527184391123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100657315301276,0,0,0.114941269693045,0,0,0,0.113810690283227,0,0.0939564733648769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119161574515428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12481430269243,0,0,0,0,0,0,0,0,0,0,0.544756025661697,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_R249",0.535761238122061,0,0.541915503043063,0,0.63602219226074,0.583147328068125,0,0.590521375865939,0,0,0,0,0.0812764315843625,0,0.657954835038438,0.606321186656244,0.12523063340081,0.585797742996235,1,0,0.609366049318932,0,0,0,0.520010005090951,0.0906150696861568,0.613709959661041,0,0.0780794359982714,0,0,0,0,0,0,0,0,0,0.124204305698278,0,0,0,0,0,0,0,0,0,0,0.0800816968529388,0.519534282964508,0,0,0,0,0,0,0,0.526574410868428,0,0,0,0,0,0,0,0,0,0,0.117767158830103,0,0.107689100519028,0,0,0.54142601426377,0.128019689014136,0,0,0,0,0,0.0854225888455452,0,0,0,0,0,0.516245270107462,0.0919723658358036,0,0,0.111119324318719,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0886839280958358,0.0932081588491885,0,0,0,0,0,0,0,0.534021718318296,0,0.549673050457222,0.114563311160016,0.588168209295463,0,0,0,0,0,0,0,0,0,0.12264863637567,0,0,0,0,0,0,0,0.118864661491095,0.118293932319544,0,0.120205406452886,0,0.0952886713649309,0,0.0857756117218543,0,0.125362571139039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0915811765006008,0,0,0,0,0.099197841982768,0,0,0,0,0,0,0,0,0,0,0.0944474675939136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112992302689906,0,0,0,0,0,0,0
"OTU_R242",0.528067089112382,0,0,0.0962769723847997,0,0,0,0,0,0.513930000504627,0,0.614538503703069,0.108880600781947,0,0,0,0.123169363312535,0,0,1,0,0,0,0,0,0.0944494336939729,0,0,0.117048304931694,0,0,0,0,0,0,0,0,0,0,0.528267779375944,0,0,0,0,0,0,0,0,0,0.104679797485594,0,0.582738432208445,0,0,0,0.517246768206391,0,0,0.534581158135808,0,0,0,0,0,0,0,0,0,0,0.121205784590247,0,0.0944598016744198,0,0,0,0,0,0,0,0,0,0.11746088925489,0,0,0,0,0,0,0,0,0.513742514802187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108354468436251,0.122111627942809,0,0,0.553231299212118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0911842135130994,0,0,0,0,0,0,0,0,0.119103455492036,0,0.100195225731678,0,0,0,0,0,0.117482943997059,0,0.125683588274777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104140263519916,0,0,0,0,0,0,0,0,0,0.0919470389136218,0,0,0,0,0.118845274529264,0,0,0,0,0,0,0,0,0,0,0.124206678985902,0,0.533590768319049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12686833622222,0,0,0,0
"OTU_R445",0.560806896917445,0,0,0,0.635186206588786,0.653326542577468,0,0.510596826724867,0,0,0,0,0.0834222818856576,0,0.588325982075027,0,0,0.555873545710557,0.609366049318932,0,1,0,0,0,0.541413418241687,0.111849459764761,0,0,0.106475476722664,0,0,0,0,0,0,0,0,0,0.06845874044653,0,0,0,0,0,0,0,0,0,0,0.114464521711852,0,0,0,0,0,0,0,0,0.555389319605621,0,0,0,0,0,0,0,0,0,0,0.0944990998131198,0,0,0,0,0.526343769805399,0,0,0,0,0,0,0.102954727671893,0,0,0,0,0,0,0.0995523837721669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107498937346507,0.125289137917702,0,0,0,0,0,0,0,0,0.532856655686948,0,0.54624405389459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116498414528924,0.0961744201991073,0,0,0,0,0,0,0.101735016618829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10248650147177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110950752528105,0,0,0,0,0,0,0,0.128734120088061,0,0,0,0,0,0,0,0.108892662376374,0,0,0,0,0,0,0
"OTU_R1246",0,0,0,0.128955036598526,0,0,0,0,0,0,0.529659708520461,0,0.10586352644337,0,0,0,0,0,0,0,0,1,0,0,0,0.121670969038428,0,0,0,0,0,0,0,0,0,0,0,0,0,0.509076268074184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.51367520403919,0,0,0,0,0,0,0,0.116649105798399,0,0.11830680993793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113911893839856,0,0,0,0.538883257067162,0,0,0,0,0,0,0,0,0,0,0,0.114111795607164,0,0,0,0,0,0,0
"OTU_R1627",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.563933342036137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.534545777218867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.538325725612812,0,0,0,0,0,0,0.609563416014309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_R253",0,0,0,0,0,0,0.580029000251947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.125857867354823,0,0,0,0,0,0,0,0.626528100254471,0,0,0,0,0,0,0,0,0,0,0.564274057224616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.583108391085676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.630508507342101,0,0,0,0,0,0,0,0,0,0,0,0.515347449609602,0,0,0,0,0,0,0.57440706440062,0,0,0.595136337112228,0,0.512195987199231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.54226888298236,0,0,0,0,0,0,0,0.127516771625633,0,0,0,0,0,0,0,0,0.115547450651762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.539333358720002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120444210879555,0,0,0,0.0877433369743217,0,0,0,0
"OTU_R2837",0,0,0.515246297838625,0,0.570394742652939,0.533819526858582,0,0,0.534010597829651,0.520830751255154,0,0,0.118538099967689,0.534369336512145,0,0,0,0.533022850119609,0.520010005090951,0,0.541413418241687,0,0,0,1,0.111884563810978,0.533950178970939,0,0,0,0,0,0,0,0,0,0.5589345212023,0,0,0.55898611317527,0,0,0,0,0,0,0,0.116118169919658,0,0,0.606476997064122,0,0,0,0,0,0,0,0.573298488856103,0,0,0,0,0,0,0,0,0,0,0,0,0.0860694823406603,0,0,0.515495898245095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.536444036203553,0,0,0,0,0,0,0,0.12670584659435,0.105356283419039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119080557281384,0,0.127127880968475,0.110045127050519,0,0,0.117654489462057,0.090557342899122,0,0,0,0,0,0,0.111207129773681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110368844678127,0,0,0,0,0.124440387437578,0,0,0,0,0,0,0,0,0,0,0.124029646434717,0,0,0,0,0,0,0,0,0,0,0,0.122204377583696,0,0,0,0.109349718376338,0,0,0,0.52433290763442,0,0,0
"OTU_R1388",0.0671905804786287,0,0.0802927191644138,0.734865992943642,0.0408142737319551,0,0,0.0897979574096768,0.125258057100986,0,0.115879918833749,0,0.730973047729129,0,0.0916484756840121,0.0648202265859755,0.677569072420961,0.1057004581389,0.0906150696861568,0.0944494336939729,0.111849459764761,0.121670969038428,0,0,0.111884563810978,1,0.123743982073761,0,0.587810022715662,0.127825872864185,0,0.101777965067518,0,0,0,0,0.115293004582176,0,0,0.117418305195812,0,0,0,0.555247190238382,0,0,0,0,0,0.681289951465843,0.11851575954654,0.123247468771077,0,0,0,0,0,0,0.110901627922859,0,0,0,0,0,0,0,0,0.556424001907462,0,0.607554685868159,0,0.703881531754688,0,0,0,0.553835755812372,0.0712626698917357,0,0,0,0,0.680088382869988,0,0,0,0,0,0,0.615951937445834,0,0,0.636784049672168,0,0,0,0,0,0,0,0,0,0,0,0,0,0.626611105572769,0.662710051425841,0.627432726786191,0,0,0,0,0,0,0,0,0,0,0.12816840897113,0,0,0,0,0,0,0,0,0,0.635804425940077,0,0,0,0,0,0,0.530231040379953,0.628527185290293,0.61391447290381,0,0.553257440973951,0,0.553813616635342,0,0.723178390376195,0,0.693659050564477,0,0,0,0,0,0.583511484124251,0,0,0,0,0,0,0.527591679732831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.691442306248914,0,0,0,0,0.633322114607332,0,0,0,0,0,0,0,0,0,0,0.682933773995332,0,0,0,0,0,0,0,0.544401959660505,0,0,0.124901056371066,0,0,0,0,0.60118372777158,0,0,0,0,0.5949057153954,0,0
"OTU_R656",0,0,0,0,0.522625055887713,0,0,0.524770556971875,0,0,0,0,0.115024621654369,0,0.513015513901084,0,0.128789303693218,0,0.613709959661041,0,0,0,0,0,0.533950178970939,0.123743982073761,1,0,0.128148307733647,0.562585267211439,0,0,0,0,0,0,0.592827119933103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125196286707828,0,0,0.515356665806592,0,0,0,0,0,0,0.120451941174704,0,0,0,0,0,0,0,0,0,0.129165211924137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.555012317901406,0,0,0,0,0,0,0,0,0,0,0,0.128646524236185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124041072866611,0,0,0,0,0,0.125577309459042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.516244796841015,0,0,0,0,0
"OTU_R4946",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.549238323715054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.555995753546741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_R1006",0.127288750286298,0,0.0963124071810325,0.537086133625197,0.0967787633890733,0,0,0.0875794416095687,0,0,0,0,0.623334431693707,0,0.0952687194010809,0.0810089703911806,0.616333302754129,0,0.0780794359982714,0.117048304931694,0.106475476722664,0,0,0,0,0.587810022715662,0.128148307733647,0,1,0,0,0.0896849610824254,0,0,0,0,0,0,0,0,0,0,0,0.517303111105234,0,0,0,0,0,0.705640563923624,0,0,0,0,0,0,0,0,0.112095816869118,0,0,0,0,0,0,0,0,0.520582730306477,0,0.542663269173628,0,0.518986935093432,0,0,0,0.556685122563288,0.113341156856336,0,0,0,0,0.6784452766455,0,0,0,0,0,0,0.509717852184511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.673852739912231,0.553227330919166,0.561767016440138,0,0,0.103705496150511,0,0,0,0,0,0.124829748273189,0.564978321087396,0,0,0,0,0,0,0,0,0,0,0.535207749011317,0,0,0,0,0,0,0.671689881329004,0.522174554904056,0.559986917192451,0,0,0,0.527639373957437,0,0.582802806187043,0,0.532769465672069,0,0,0,0,0,0.533791164287662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.675363464824253,0,0,0,0,0.667717419238838,0,0,0,0,0,0,0.539486171989218,0,0,0,0.579767622183302,0,0,0,0,0.583326736332392,0,0,0.565426956951928,0,0,0,0,0,0,0,0.558439636477362,0,0,0.570810719763277,0,0,0,0
"OTU_R580",0.519949225606497,0,0,0,0.571644144250753,0,0,0.524677908370616,0,0,0,0,0.095309263029425,0.51030602404141,0,0.546901786852886,0,0,0,0,0,0,0,0,0,0.127825872864185,0.562585267211439,0,0,1,0,0,0,0,0,0,0.563779727609798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122467452628874,0,0,0,0,0,0,0,0,0,0.512883558511537,0,0.1132952522237,0,0.121494506538998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116013273641278,0,0,0,0,0,0,0.118544633217009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107570854732627,0,0,0,0,0,0,0.117011743139431,0,0,0,0,0,0,0,0,0.112518314032172,0,0,0,0,0.125554462312386,0,0
